Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
29-04-2015,Albury,4.4,19.6,0,nan,nan,SE,33,SSE,ESE,9,6,70,35,1031,1027.8,nan,nan,11.5,18.9,No,0,No
30-04-2015,Albury,4.7,20.9,0,nan,nan,SE,22,nan,SE,0,13,74,42,1031.2,1027.2,4,nan,11.4,20,No,0,No
01-05-2015,Albury,6.4,22.5,0,nan,nan,ESE,19,nan,SSE,0,9,71,38,1028.6,1024.1,nan,nan,13.5,22,No,0,No
02-05-2015,Albury,7.7,20.7,0,nan,nan,S,11,nan,SSE,0,7,84,60,1022.5,1017.6,nan,7,11.7,20.1,No,0,No
03-05-2015,Albury,7.5,23.7,0,nan,nan,W,22,N,W,2,13,85,37,1019.1,1015.6,nan,nan,13.5,23.2,No,0,No
04-05-2015,Albury,5,22.3,0,nan,nan,WNW,17,NNE,N,2,11,80,37,1017.5,1013.3,nan,nan,12.4,21.2,No,0,No
05-05-2015,Albury,5.5,20.5,0,nan,nan,NW,65,SSE,WNW,6,35,86,36,1005.9,1005.2,8,8,11.9,17.6,No,0,No
06-05-2015,Albury,2.7,15.5,0,nan,nan,WNW,41,W,WNW,13,19,73,55,1017.9,1017,nan,7,9.1,14.3,No,0.2,No
07-05-2015,Albury,6.7,14.7,0.2,nan,nan,W,35,WNW,WNW,19,19,84,58,1021.1,1019.3,8,6,9.7,13.2,No,0,No
08-05-2015,Albury,6.1,13.8,0,nan,nan,W,28,NNW,NW,9,11,74,62,1022.6,1020,8,8,10.1,13,No,0.8,No
09-05-2015,Albury,9.9,15.4,0.8,nan,nan,NW,39,NW,WNW,15,24,91,71,1018.6,1015.9,8,8,11.8,14.2,No,2.8,Yes
10-05-2015,Albury,10.4,14.3,2.8,nan,nan,WNW,72,NW,WNW,19,30,87,83,1009.6,1005.4,8,8,10.6,12.6,Yes,9.2,Yes
11-05-2015,Albury,9.9,18,9.2,nan,nan,W,50,WNW,W,26,28,97,52,1011.9,1013.2,8,8,12.4,16.4,Yes,0.8,No
12-05-2015,Albury,11.2,17.2,0.8,nan,nan,W,44,NW,NNW,20,24,91,64,1015.4,1012.1,8,8,12.2,15.8,No,0.6,No
13-05-2015,Albury,4.5,13.5,0.6,nan,nan,W,43,W,WSW,19,31,79,48,1020.8,1022.4,5,2,6.1,11.8,No,0,No
14-05-2015,Albury,2.6,15.8,0,nan,nan,W,26,W,W,13,17,84,55,1029.9,1028.7,nan,7,7.6,15,No,0,No
15-05-2015,Albury,2.3,17.8,0,nan,nan,SSE,15,SE,SSE,2,6,100,53,1034.4,1031.9,8,nan,6,17,No,0,No
16-05-2015,Albury,3.2,18.9,0,nan,nan,E,44,nan,E,0,2,86,53,1037.4,1033.5,nan,nan,8.8,18,No,0.2,No
17-05-2015,Albury,2.4,18,0.2,nan,nan,E,20,ESE,SE,7,6,99,54,1036.6,1032.2,nan,nan,8.6,17.4,No,0,No
18-05-2015,Albury,2.3,19.2,0,nan,nan,NE,13,nan,ESE,0,4,99,47,1031.8,1025.8,nan,nan,6.6,18.5,No,3.4,Yes
19-05-2015,Albury,6.7,17.4,3.4,nan,nan,W,57,NE,SSW,2,13,95,95,1017.6,1011.8,8,8,10.4,13.1,Yes,12.8,Yes
20-05-2015,Albury,10.3,17.6,12.8,nan,nan,WNW,26,N,NW,11,17,89,69,1014.4,1014.5,8,8,14.9,16.9,Yes,0,No
21-05-2015,Albury,6.1,15,0,nan,nan,W,17,ENE,W,4,9,85,65,1020.9,1019.7,nan,7,11.5,14.8,No,0,No
22-05-2015,Albury,8,16.9,0,nan,nan,SE,35,S,SE,13,13,61,48,1025.4,1025.1,nan,nan,12.5,16.5,No,0,No
23-05-2015,Albury,1.4,16.6,0,nan,nan,NNW,13,WSW,NW,4,4,82,49,1031.8,1029.4,nan,nan,6.1,16.5,No,0,No
24-05-2015,Albury,-0.2,13.9,0,nan,nan,SE,13,nan,ESE,0,9,99,65,1033.3,1030.6,nan,1,3.5,13.3,No,0,No
25-05-2015,Albury,2.6,15.2,0,nan,nan,ESE,15,nan,SE,0,7,96,58,1033.1,1029.9,nan,8,6.9,14.2,No,0,No
26-05-2015,Albury,2,13.8,0,nan,nan,ESE,13,nan,ESE,0,2,77,68,1030.9,1026.9,nan,8,6.9,13.2,No,0.2,No
27-05-2015,Albury,5.7,14.7,0.2,nan,nan,ENE,20,nan,ENE,0,17,100,74,1025.2,1022.3,7,8,8.8,14,No,3.2,Yes
28-05-2015,Albury,7.4,18.7,3.2,nan,nan,NNE,33,E,NNE,15,20,96,70,1022.7,1018.1,8,4,11.7,18.5,Yes,11.2,Yes
29-05-2015,Albury,9.1,15.8,11.2,nan,nan,WNW,30,nan,WSW,0,13,100,64,1022.6,1021.8,1,7,11,14,Yes,0,No
30-05-2015,Albury,5,15.4,0,nan,nan,WNW,31,SSE,NW,2,19,95,52,1024,1020.2,8,8,8.8,13.7,No,0,No
31-05-2015,Albury,8.4,14.5,0,nan,nan,NW,33,NE,NW,6,17,80,64,1018.4,1013.9,8,7,9.6,13.8,No,2.4,Yes
01-06-2015,Albury,3.8,11.5,2.4,nan,nan,W,44,W,W,19,22,75,52,1021.5,1022.4,nan,7,6,10.8,Yes,0,No
02-06-2015,Albury,-1.4,12.5,0,nan,nan,SSW,15,E,NNE,4,2,83,48,1028.3,1025.3,nan,nan,3.2,11.9,No,0,No
03-06-2015,Albury,-1.2,12.6,0,nan,nan,E,17,nan,ESE,0,6,84,54,1025.7,1022.9,nan,nan,2.9,11.4,No,0.2,No
04-06-2015,Albury,-1.2,9.9,0.2,nan,nan,NNE,17,ENE,ESE,4,11,99,76,1023.5,1018.6,8,8,2.6,9,No,6.4,Yes
05-06-2015,Albury,2.6,13.3,6.4,nan,nan,SSE,17,SSE,SSE,9,9,86,59,1022.1,1022.6,1,nan,7.1,12,Yes,0.2,No
06-06-2015,Albury,0.8,13.2,0.2,nan,nan,NNW,17,SSW,N,6,4,100,65,1031.4,1029.4,8,nan,3.3,13,No,0,No
07-06-2015,Albury,2.3,10.9,0,nan,nan,E,15,ESE,ESE,7,7,100,81,1030.4,1026.2,8,6,5,10.6,No,0.2,No
08-06-2015,Albury,1,16.7,0.2,nan,nan,N,44,nan,N,0,17,100,54,1024.7,1020,8,nan,4.3,16.4,No,0,No
09-06-2015,Albury,4.3,15,0,nan,nan,W,37,WNW,WSW,19,19,83,50,1021.1,1023.2,8,2,12.2,12.6,No,0,No
10-06-2015,Albury,-1,13.4,0,nan,nan,SE,22,nan,SE,0,9,85,51,1033.4,1032,nan,nan,4.7,13.2,No,0,No
11-06-2015,Albury,0.7,15.2,0,nan,nan,ESE,41,nan,E,0,9,75,52,1037.8,1034.2,nan,nan,6.5,15.2,No,0.2,No
12-06-2015,Albury,-0.8,15.2,0.2,nan,nan,SE,13,nan,SE,0,6,95,58,1035.6,1031.7,nan,nan,5.4,14.6,No,0,No
13-06-2015,Albury,0.3,15.3,0,nan,nan,N,11,nan,ESE,0,7,100,67,1032.1,1027.7,7,6,5.1,14.8,No,0,No
14-06-2015,Albury,2.4,15.7,0,nan,nan,E,15,nan,E,0,9,100,72,1029.3,1025.9,2,6,6.1,14.4,No,0.2,No
15-06-2015,Albury,1.8,14,0.2,nan,nan,ESE,17,nan,ESE,0,6,100,70,1027.4,1023.5,4,8,5.9,13.9,No,14.6,Yes
16-06-2015,Albury,5.9,14.4,14.6,nan,nan,ESE,19,ESE,N,6,6,100,100,1019.9,1016.4,8,8,11.3,14.2,Yes,11.6,Yes
17-06-2015,Albury,11.3,12.6,11.6,nan,nan,W,20,S,WSW,2,6,100,100,1010.9,1009.1,8,8,12.2,12.6,Yes,22.4,Yes
18-06-2015,Albury,9.9,11.1,22.4,nan,nan,SSE,15,nan,nan,0,0,100,100,1016.2,1015.6,8,8,10.4,10.7,Yes,16.4,Yes
19-06-2015,Albury,5.8,13.7,16.4,nan,nan,SSE,22,S,S,11,7,78,54,1021.3,1020.2,nan,3,8.5,13.2,Yes,0.2,No
20-06-2015,Albury,-0.9,12.2,0.2,nan,nan,SE,20,S,ESE,4,6,80,53,1026.3,1025.3,nan,nan,3.6,11.3,No,0,No
21-06-2015,Albury,-1.5,12.1,0,nan,nan,ENE,15,ENE,ESE,2,6,86,62,1030,1027.5,nan,nan,3.1,11.6,No,0,No
22-06-2015,Albury,-1.2,11.3,0,nan,nan,E,13,nan,ESE,0,7,99,74,1030,1026.4,nan,3,3.7,10.6,No,0,No
23-06-2015,Albury,1.4,16.8,0,nan,nan,N,28,nan,ENE,0,15,98,58,1026,1021.9,nan,8,7.3,15.8,No,7.2,Yes
24-06-2015,Albury,7,14,7.2,nan,nan,ESE,15,NE,SSE,2,11,100,91,1022.1,1020.6,8,8,9.8,13.6,Yes,1,No
25-06-2015,Albury,8.2,13.4,1,nan,nan,SSE,17,WSW,NNE,11,7,100,76,1026.1,1026.8,8,4,8.8,12.2,No,0.2,No
26-06-2015,Albury,1.8,14.3,0.2,nan,nan,ENE,11,N,E,7,6,100,69,1034,1032,8,nan,4.6,13.9,No,0,No
27-06-2015,Albury,2.3,13.2,0,nan,nan,W,19,nan,SE,0,6,100,68,1035,1032.2,7,5,6.1,11.3,No,0.2,No
28-06-2015,Albury,5.6,12.4,0.2,nan,nan,N,20,nan,ENE,0,7,90,65,1034.3,1032.8,1,1,7.3,11,No,0,No
29-06-2015,Albury,0.4,15,0,nan,nan,E,15,SSE,SSE,7,6,99,66,1034.3,1030.1,8,nan,3.3,12.8,No,0,No
30-06-2015,Albury,1,8.6,0,nan,nan,WSW,15,ESE,WSW,9,7,99,85,1029.7,1028,8,8,5,8.2,No,0,No
01-07-2015,Albury,2.9,10.6,0,nan,nan,W,19,ENE,NNW,6,6,99,68,1029.5,1026.1,8,nan,5.3,10.1,No,0.8,No
02-07-2015,Albury,4.6,12.1,0.8,nan,nan,WSW,50,N,SW,7,28,87,52,1022.4,1022.1,nan,1,6.9,11.3,No,0.8,No
03-07-2015,Albury,-2.1,11,0.8,nan,nan,NW,20,nan,NNW,0,13,87,46,1029,1026.7,nan,4,2.5,10.8,No,0,No
04-07-2015,Albury,1.1,11.6,0,nan,nan,W,24,nan,W,0,13,94,56,1026.3,1023.8,8,8,2.6,10.3,No,0,No
05-07-2015,Albury,0.7,11.8,0,nan,nan,SSE,13,nan,NW,0,6,91,59,1023.9,1020.8,8,8,3.6,11.6,No,0,No
06-07-2015,Albury,3.6,10,0,nan,nan,WSW,17,nan,WSW,0,9,84,70,1019.2,1017.8,8,8,8.2,9.7,No,0,No
07-07-2015,Albury,4.8,14.8,0,nan,nan,SSE,20,SE,ESE,9,4,83,54,1022.7,1022,nan,nan,7.6,13.7,No,0,No
08-07-2015,Albury,0.1,14.8,0,nan,nan,E,13,SE,E,6,6,86,55,1028.9,1026.8,nan,nan,4.5,14.1,No,0,No
09-07-2015,Albury,-0.5,13.2,0,nan,nan,SE,17,nan,SE,0,11,92,61,1030.1,1025.3,3,2,3.3,12.6,No,1.8,Yes
10-07-2015,Albury,3.3,14.2,1.8,nan,nan,NE,24,SE,NNE,6,13,94,69,1020.4,1017.2,8,8,9,13,Yes,2.4,Yes
11-07-2015,Albury,8,13.9,2.4,nan,nan,NNE,43,NNE,N,13,19,85,80,1012,1005.2,7,8,11.2,12.5,Yes,5.4,Yes
12-07-2015,Albury,5.1,11.3,5.4,nan,nan,W,30,ESE,W,6,17,95,81,1005.9,1004.3,8,8,5.9,8.6,Yes,2.8,Yes
13-07-2015,Albury,5.9,13.7,2.8,nan,nan,W,50,WSW,W,24,30,78,64,1008.2,1009.1,8,nan,11.3,11.8,Yes,0,No
14-07-2015,Albury,5,9.1,0,nan,nan,W,33,WNW,NW,11,17,78,63,1014.9,1014.1,nan,8,6.5,7.6,No,10,Yes
15-07-2015,Albury,4.4,6.8,10,nan,nan,NE,30,S,SSE,13,11,96,93,1016.6,1017.1,8,8,4.7,6.4,Yes,4.4,Yes
16-07-2015,Albury,2.9,11.9,4.4,nan,nan,SW,19,SSW,WSW,6,11,90,67,1020.1,1017.3,8,nan,5.8,10.5,Yes,0.2,No
17-07-2015,Albury,-1.4,11.5,0.2,nan,nan,W,31,WNW,WSW,6,20,88,66,1019.1,1019.3,nan,3,3.6,10.4,No,0,No
18-07-2015,Albury,-1.6,12.4,0,nan,nan,NNW,52,nan,SSE,0,7,90,46,1029.5,1028.9,nan,nan,2.9,11.8,No,0,No
19-07-2015,Albury,-1.5,13,0,nan,nan,SE,13,ESE,SE,4,9,83,52,1034.7,1032.1,nan,nan,3,12.4,No,0,No
20-07-2015,Albury,-1.6,13.7,0,nan,nan,E,15,nan,E,0,7,93,58,1035.3,1031.5,4,nan,2.6,13.5,No,0,No
21-07-2015,Albury,-0.3,15.9,0,nan,nan,NNE,28,nan,NE,0,19,95,56,1032.4,1026.3,8,7,4.6,15.2,No,3,Yes
22-07-2015,Albury,4.5,13.5,3,nan,nan,NNE,48,NNE,N,20,19,89,83,1023.2,1022.5,8,8,10.4,12.1,Yes,2.8,Yes
23-07-2015,Albury,7.5,16.9,2.8,nan,nan,ENE,13,NNE,ENE,2,2,95,58,1027.1,1023.4,8,nan,9.2,16.7,Yes,0.2,No
24-07-2015,Albury,2.2,12.8,0.2,nan,nan,NNW,39,nan,N,0,13,94,88,1018.1,1012.9,nan,8,6.5,12,No,5.8,Yes
25-07-2015,Albury,6.5,13.6,5.8,nan,nan,NW,35,NNW,NNW,17,24,82,55,1019,1017.1,8,1,9.2,12.8,Yes,3,Yes
26-07-2015,Albury,8.2,11.8,3,nan,nan,W,54,WNW,W,17,33,87,55,1016.5,1017.1,8,8,8.6,11,Yes,0,No
27-07-2015,Albury,0.7,9.5,0,nan,nan,WNW,26,W,WNW,11,15,87,70,1029.1,1029.3,nan,8,3.3,9.2,No,0,No
28-07-2015,Albury,1.4,13.8,0,nan,nan,WNW,26,nan,WSW,0,13,86,67,1036,1033.5,7,8,6.3,12.5,No,0,No
29-07-2015,Albury,1,12.2,0,nan,nan,E,17,E,ENE,9,2,99,73,1035.6,1031.2,8,8,4.5,11.2,No,0,No
30-07-2015,Albury,3.3,12.5,0,nan,nan,NNW,30,ESE,NNW,6,19,90,64,1026,1021.1,6,8,7.1,11.9,No,0.2,No
31-07-2015,Albury,7.2,13.8,0.2,nan,nan,N,22,nan,N,0,11,78,55,1021.4,1019.8,nan,nan,9.7,13.6,No,1.2,Yes
01-08-2015,Albury,3.8,10.3,1.2,nan,nan,NW,17,E,nan,9,0,99,98,1015.4,1014.8,7,7,8.8,10.2,Yes,27.2,Yes
02-08-2015,Albury,7.2,11.9,27.2,nan,nan,WNW,35,W,WSW,13,20,99,60,1013.4,1014.6,8,8,8.7,11.2,Yes,2.6,Yes
03-08-2015,Albury,7.5,11.7,2.6,nan,nan,WSW,52,WNW,WSW,26,26,85,51,1017.7,1018.6,8,nan,8.3,11,Yes,1.4,Yes
04-08-2015,Albury,-2.4,8.6,1.4,nan,nan,W,30,ENE,WNW,6,19,85,55,1025.1,1021.9,nan,8,2.5,7.7,Yes,4.2,Yes
05-08-2015,Albury,2.2,11.5,4.2,nan,nan,W,46,WNW,W,24,22,94,71,1014.2,1012.2,8,2,7.2,10.9,Yes,1.4,Yes
06-08-2015,Albury,2,10.9,1.4,nan,nan,SW,20,WSW,WNW,13,13,87,73,1019.9,1020.6,8,8,5.2,10.2,Yes,1.4,Yes
07-08-2015,Albury,5,12.6,1.4,nan,nan,WNW,52,ENE,W,9,9,100,67,1025.6,1023.7,8,8,7.6,12.1,Yes,0,No
08-08-2015,Albury,1.3,14,0,nan,nan,NNW,44,SE,WNW,2,9,99,64,1026.2,1023.3,8,1,5.1,13.3,No,0,No
09-08-2015,Albury,0.8,11,0,nan,nan,ENE,13,ESE,E,4,9,100,74,1024.3,1019.8,8,8,4.9,10.8,No,0,No
10-08-2015,Albury,3.8,15.1,0,nan,nan,NNE,31,SE,NNW,9,19,99,58,1016.4,1011.6,7,8,7.3,14.3,No,1.8,Yes
11-08-2015,Albury,3,14.2,1.8,nan,nan,NNW,30,SSE,NNW,6,15,99,53,1015.1,1011.9,nan,8,7.5,14,Yes,0,No
12-08-2015,Albury,1.8,9,0,nan,nan,N,28,SE,ENE,6,9,86,86,1003.9,1005,8,8,7.7,7.3,No,5.4,Yes
13-08-2015,Albury,1.7,12.3,5.4,nan,nan,WSW,33,WSW,W,15,15,90,78,1019.2,1020.1,4,8,7.5,11,Yes,0,No
14-08-2015,Albury,4.2,12.8,0,nan,nan,ENE,13,ENE,NE,6,7,93,75,1027.2,1026.6,8,8,8.6,12.5,No,0,No
15-08-2015,Albury,2.1,17,0,nan,nan,E,17,NE,S,2,4,100,52,1032,1029.4,8,nan,6.1,14.7,No,0.2,No
16-08-2015,Albury,1.7,15.9,0.2,nan,nan,W,30,SE,WNW,6,19,100,55,1028.5,1023.8,8,7,5.5,14.6,No,0,No
17-08-2015,Albury,5.5,14.2,0,nan,nan,WSW,43,WNW,WNW,17,19,82,64,1018.3,1015.8,8,5,9.8,13.4,No,0,No
18-08-2015,Albury,-0.9,12.7,0,nan,nan,SW,17,nan,W,0,7,79,45,1023,1021.9,nan,5,5.3,12.4,No,0,No
19-08-2015,Albury,-0.1,13,0,nan,nan,NE,19,nan,SSW,0,9,94,51,1027.8,1025.3,8,nan,3.8,12,No,0.2,No
20-08-2015,Albury,0.4,16.8,0.2,nan,nan,ESE,19,nan,NNE,0,9,78,54,1028.6,1025,nan,1,7.1,16.2,No,0,No
21-08-2015,Albury,2,16.4,0,nan,nan,NNE,37,E,NE,7,11,81,59,1024.2,1020.1,8,8,9.6,16,No,1.4,Yes
22-08-2015,Albury,7.9,20.7,1.4,nan,nan,N,24,ESE,NNW,2,11,92,52,1017.8,1016,3,1,12.9,19.9,Yes,0.8,No
23-08-2015,Albury,8.9,17.7,0.8,nan,nan,ENE,15,SSE,NNE,2,9,89,59,1020.3,1018.6,7,8,11.3,16.9,No,0,No
24-08-2015,Albury,7.5,13.5,0,nan,nan,SSE,35,SE,SE,13,19,76,78,1018.6,1015.7,8,8,11.9,12.2,No,15.2,Yes
25-08-2015,Albury,8.8,11.7,15.2,nan,nan,SSE,35,SSW,S,9,11,87,91,1020.7,1022.3,8,7,10.1,9.7,Yes,15.2,Yes
26-08-2015,Albury,5.8,15,15.2,nan,nan,S,19,SSE,SSW,7,9,65,60,1025.5,1022.2,8,8,11.7,14.8,Yes,10.6,Yes
27-08-2015,Albury,9.8,15.8,10.6,nan,nan,W,44,W,W,11,31,94,73,1020.7,1017.9,8,8,10.7,12.3,Yes,0,No
28-08-2015,Albury,4.2,16.2,0,nan,nan,WNW,24,nan,W,0,15,99,55,1023.4,1021.5,8,2,7.7,16.1,No,0,No
29-08-2015,Albury,1.2,13.7,0,nan,nan,W,30,W,WSW,6,17,99,46,1025,1022.1,8,nan,5.1,13.6,No,0.2,No
30-08-2015,Albury,1.5,15.5,0.2,nan,nan,W,19,nan,WSW,0,9,79,49,1023.2,1020.1,nan,nan,8.8,15,No,0,No
31-08-2015,Albury,2.2,15,0,nan,nan,W,24,nan,NW,0,15,72,53,1020.1,1016.8,nan,nan,8.3,14.8,No,0,No
01-09-2015,Albury,1.1,14.9,0,nan,nan,NNW,24,E,WNW,7,9,99,50,1018.2,1015.6,8,nan,5.3,14.2,No,0,No
02-09-2015,Albury,1.9,17.6,0,nan,nan,ENE,31,ESE,E,7,17,87,53,1016.5,1009,8,nan,7.6,16.7,No,23,Yes
03-09-2015,Albury,7.5,17.9,23,nan,nan,SW,35,WNW,S,2,22,96,45,1009.1,1011.7,8,nan,10.3,17,Yes,1.2,Yes
04-09-2015,Albury,3.4,17.5,1.2,nan,nan,WNW,24,SE,WNW,6,13,82,57,1023.3,1021,nan,3,9.8,15.5,Yes,0,No
05-09-2015,Albury,3.2,17.6,0,nan,nan,WNW,22,NNE,W,6,11,99,59,1024.3,1020.7,8,6,7.2,17.5,No,0,No
06-09-2015,Albury,5.2,16.4,0,nan,nan,N,33,SW,N,6,22,90,58,1022.8,1018.7,8,3,8.7,16,No,1.6,Yes
07-09-2015,Albury,8.2,13.6,1.6,nan,nan,WSW,50,W,WNW,15,28,76,53,1019.6,1018,8,2,9.9,12.7,Yes,1,No
08-09-2015,Albury,6.1,14.9,1,nan,nan,WSW,43,NNW,W,11,20,94,63,1020.8,1018.6,7,3,7.9,14.1,No,0.2,No
09-09-2015,Albury,0.7,17.5,0.2,nan,nan,W,41,NE,WSW,6,26,80,50,1026.6,1024.4,nan,5,7.1,16.8,No,0.2,No
10-09-2015,Albury,4.9,19,0.2,nan,nan,ESE,28,S,E,7,7,69,43,1031.7,1029.5,nan,nan,10.8,17.2,No,0,No
11-09-2015,Albury,3.9,19.4,0,nan,nan,NNE,30,ESE,NNW,7,19,79,52,1031.9,1027.7,nan,1,11,19.1,No,0,No
12-09-2015,Albury,6,21.1,0,nan,nan,W,20,SE,W,4,11,81,52,1029.2,1025.9,nan,8,12.1,20.4,No,0,No
13-09-2015,Albury,6.6,23.2,0,nan,nan,NE,20,E,NE,7,9,79,45,1028.1,1024.3,nan,nan,15.2,22.9,No,0,No
14-09-2015,Albury,7.3,24.1,0,nan,nan,NNE,33,E,N,7,20,75,49,1023.8,1018.5,nan,nan,14.6,23.6,No,0,No
15-09-2015,Albury,13.3,18,0,nan,nan,W,54,W,W,28,28,73,49,1013.9,1015.3,7,1,14.8,17.2,No,0,No
16-09-2015,Albury,2.5,16.7,0,nan,nan,WNW,35,S,WNW,2,17,79,50,1019.1,1016.8,nan,3,10.3,16.1,No,0,No
17-09-2015,Albury,3.7,17.9,0,nan,nan,WSW,35,SSE,WSW,4,24,77,45,1021.2,1020.5,nan,nan,10.9,17.5,No,0,No
18-09-2015,Albury,3.6,19.2,0,nan,nan,SE,24,SE,SSE,9,9,67,44,1027.3,1025,nan,nan,12.9,18.4,No,0,No
19-09-2015,Albury,6.1,20.4,0,nan,nan,NE,24,SE,NNE,7,11,70,42,1026.8,1022.5,nan,6,13.7,19.2,No,0,No
20-09-2015,Albury,5.6,21.5,0,nan,nan,ENE,22,E,NE,7,11,74,52,1023.9,1019.7,nan,2,13.5,20.4,No,0,No
21-09-2015,Albury,6.4,20.9,0,nan,nan,W,35,nan,NW,0,17,82,50,1019,1014.9,8,3,12.6,20.5,No,0.2,No
22-09-2015,Albury,6.2,16.3,0.2,nan,nan,SW,41,WSW,SW,20,20,68,36,1021.8,1022,nan,4,10.7,15.3,No,0,No
23-09-2015,Albury,-0.2,14.9,0,nan,nan,SE,43,SSE,ESE,6,11,55,38,1031.7,1028.9,nan,nan,9.3,14.6,No,0,No
24-09-2015,Albury,1.7,16.9,0,nan,nan,SE,39,SSE,ESE,9,20,58,44,1031.8,1027.7,nan,4,9.6,16.4,No,0,No
25-09-2015,Albury,2.9,19,0,nan,nan,SE,33,W,SE,2,17,60,39,1032.4,1028.3,nan,nan,12.3,18.6,No,0,No
26-09-2015,Albury,4.5,20.1,0,nan,nan,SE,22,SE,W,17,9,59,45,1030.9,1025.9,nan,nan,13.7,19.3,No,0,No
27-09-2015,Albury,4.3,21.3,0,nan,nan,W,28,E,W,6,15,71,50,1025.4,1020.8,nan,nan,13.5,20.7,No,0,No
28-09-2015,Albury,4.8,22.6,0,nan,nan,NNW,37,E,NNW,7,15,75,37,1020.8,1016.5,nan,nan,13.2,22.1,No,0,No
29-09-2015,Albury,6.8,20.1,0,nan,nan,WNW,37,NNW,W,11,20,54,48,1017.7,1016.4,5,nan,15.8,19.7,No,0,No
30-09-2015,Albury,3.1,19.7,0,nan,nan,E,20,SSE,NE,7,9,64,32,1022.8,1020.4,nan,nan,12.2,19,No,0,No
01-10-2015,Albury,3.7,21.1,0,nan,nan,WNW,30,ESE,W,2,13,65,38,1028,1026.6,nan,nan,13.2,20.5,No,0,No
02-10-2015,Albury,4.8,24.6,0,nan,nan,SSW,20,E,SW,6,9,65,37,1034.4,1030.5,nan,nan,14.9,24.5,No,0,No
03-10-2015,Albury,6.9,27.1,0,nan,nan,ESE,26,SE,NW,6,11,71,35,1032.4,1026.1,nan,nan,16.3,26.6,No,0,No
04-10-2015,Albury,9.6,29.4,0,nan,nan,NW,26,NE,NNW,4,17,76,25,1024.8,1022.1,nan,nan,15.4,29,No,0,No
05-10-2015,Albury,10.1,31,0,nan,nan,N,26,nan,NNE,0,13,70,28,1024.5,1021.4,nan,nan,16.3,30.3,No,0,No
06-10-2015,Albury,10,34.1,0,nan,nan,NNW,48,SSE,NNW,7,31,73,14,1020.4,1016.5,nan,nan,17.4,33.4,No,0,No
07-10-2015,Albury,12,24.3,0,nan,nan,SSE,30,SSE,SE,4,17,63,32,1027.6,1028.4,3,nan,14.6,23.3,No,0,No
08-10-2015,Albury,10.2,23.1,0,nan,nan,E,17,S,SSE,7,11,66,53,1035.2,1032.2,7,7,14.8,20.6,No,0,No
09-10-2015,Albury,10.3,27.8,0,nan,nan,SSE,22,ENE,SSE,4,9,75,48,1032.8,1028.1,8,nan,15.5,26.1,No,0,No
10-10-2015,Albury,13.2,29.7,0,nan,nan,N,35,SE,WNW,11,15,63,37,1027.7,1024.4,nan,nan,19,28,No,0.4,No
11-10-2015,Albury,15.4,22.1,0.4,nan,nan,SE,37,S,NNE,7,11,85,76,1022.2,1019.2,8,8,16.9,20,No,1.8,Yes
12-10-2015,Albury,10.7,24.4,1.8,nan,nan,WNW,37,S,W,6,15,80,42,1016,1014,nan,1,16.4,24,Yes,0,No
13-10-2015,Albury,8.7,24.2,0,nan,nan,NE,39,SE,SE,19,13,60,45,1022,1020,nan,nan,16,22.9,No,0.4,No
14-10-2015,Albury,10,27.1,0.4,nan,nan,NNE,22,ESE,ESE,7,11,74,44,1025,1021.8,nan,1,16.7,26.4,No,0,No
15-10-2015,Albury,10.5,32.4,0,nan,nan,NNW,39,SE,NNE,7,11,72,32,1023.6,1018.8,nan,nan,19.1,31.1,No,0,No
16-10-2015,Albury,13.1,29.6,0,nan,nan,SSE,22,SSE,S,2,15,79,52,1021.2,1019.2,8,7,18.2,25.8,No,0,No
17-10-2015,Albury,16,29,0,nan,nan,WSW,33,SE,W,6,20,82,46,1023,1022.8,8,8,19.1,25.3,No,0,No
18-10-2015,Albury,8.6,27.5,0,nan,nan,NW,22,S,SE,6,11,64,40,1026.9,1024.1,nan,nan,15.8,26.2,No,0,No
19-10-2015,Albury,8.3,29.2,0,nan,nan,SSE,22,SSE,SSE,4,13,63,44,1024.5,1019.9,nan,nan,16,27.9,No,0,No
20-10-2015,Albury,11.3,31.8,0,nan,nan,NW,54,E,NNW,2,7,64,31,1019.4,1013.7,nan,8,18.7,30.3,No,1.6,Yes
21-10-2015,Albury,16.6,24.7,1.6,nan,nan,NNW,43,E,N,7,26,80,66,1012.3,1011,8,8,20.8,22.2,Yes,0.8,No
22-10-2015,Albury,13.3,25.2,0.8,nan,nan,ESE,33,SSE,ESE,17,17,66,44,1014.2,1013.2,nan,2,18.5,24.4,No,0.2,No
23-10-2015,Albury,14.1,24.6,0.2,nan,nan,N,33,SE,NE,13,9,59,41,1020.8,1018.5,8,8,16.9,22.5,No,0,No
24-10-2015,Albury,10.3,26.6,0,nan,nan,W,30,SE,ESE,7,9,69,34,1021.9,1018.6,nan,3,17.2,24.5,No,0,No
25-10-2015,Albury,10,30.5,0,nan,nan,ENE,28,ESE,N,7,6,67,20,1020.1,1015.4,nan,nan,17.7,29.7,No,0,No
